11608,13555,0,
11809,13609,1,
12046,13661,1,
12262,13717,0,
12428,13769,1,
12569,13821,1,
12768,13873,0,
12974,13927,1,
13153,13981,0,
13355,14033,1,
13574,14085,0,
13826,14141,1,
13955,14195,0,
14177,14249,0,
14338,14303,0,
14568,14357,0,
14785,14409,1,
15003,14461,0,
15217,14513,0,
15501,14565,1,
15691,14617,1,
15913,14667,0,
16136,14719,1,
16361,14771,1,
16570,14823,1,
16761,14875,0,
16897,14927,1,
17063,14979,1,
17262,15031,0,
17477,15085,1,
17641,15139,0,
17856,15193,0,
18124,15245,1,
18372,15297,18593,15349,1,
18820,15401,1,
19006,15451,1,
19246,15501,0,
19445,15557,0,
19657,15611,0.5,
19897,15665,0,
20114,15719,0,
20306,15769,1,
20457,15818,0,
20669,15872,0,
20890,15924,0,
21108,15978,0,
21371,16032,0,
21550,16088,0,
21716,16140,0,
21949,16194,1,
22106,16248,0,
22303,16298,1,
22521,16348,0,
22715,16400,0,
22928,16456,1,
23098,16511,1,
23340,16567,1,
23571,16623,0,
23748,16677,0,
23962,16733,0,
24188,16787,0,
24352,16841,1,
24524,16893,1,
24710,16945,1,
24884,16997,1,
25122,17049,1,
25284,17101,1,
25504,17153,1,
25725,17205,0,
25958,17259,0,
26224,17311,1,
26394,17363,1,
26582,17413,0,
26745,17463,0.5,
26879,17515,0,
27098,17569,0,
27291,17623,0,
27564,17677,0,
27755,17727,0,
27967,17781,1,
28158,17835,1,
28347,17887,1,
28546,17939,1,
28701,17991,0,
28972,18043,0,
29195,18097,0,
29317,18151,0,
29495,18201,0,
29667,18253,0,
29800,18305,1,
30010,18357,1,
30251,18409,0,
30521,18466,1,
30751,18518,1,
30942,18570,0,
31129,18622,0,
31392,18676,0,
31585,18728,0,
31792,18785,0,
31989,18837,1,
32190,18889,1,
32381,18941,0,
32576,18995,0,
32798,19045,0,
33017,19099,0,
33216,19151,0,
33430,19201,0,
33572,19258,1,
33778,19311,1,
34003,19363,0,
34217,19413,0,
34444,19467,1,
34644,19521,0,
34874,19573,1,
35129,19625,0,
35294,19677,0,
35458,19728,0,
35690,19782,1,
35851,19836,0.5,
36042,19890,0,
36243,19942,1,
36453,19994,0,
36656,20044,0,
36840,20098,1,
37075,20152,1,
37279,20205,0,
37549,20259,0,
37719,20311,0,
37928,20363,1,
38192,20420,0,
38419,20472,1,
38697,20524,0,
38868,20574,1,
38987,20624,1,
39222,20674,1,
39425,20724,0,
39633,20776,0,
39873,20830,0,
40018,20880,1,
40198,20930,0,
40393,20980,0,
40610,21030,1,
40794,21080,0,
41018,21130,1,
41221,21180,1,
41422,21230,1,
41615,21280,1,
41806,21328,1,
41987,21376,1,
42167,21424,1,
42323,21472,0,
42506,21524,0,
42727,21576,0,
42886,21628,0,
43121,21680,1,
43324,21732,1,
43510,21784,1,
43654,21836,0,
43864,21890,1,
44051,21944,1,
44240,21998,0,
44464,22050,1,
44677,22102,1,
44900,22154,0,
45098,22208,0,
45279,22264,1,
45467,22312,1,
45680,22359,1,
45841,22407,0,
45996,22459,1,
46150,22511,0,
46369,22561,1,
46577,22617,0,
46769,22667,0,
46980,22723,1,
47145,22777,1,
47343,22831,0,
47520,22883,1,
47751,22935,1,
47907,22987,1,
48131,23038,0,
48396,23094,0,
48605,23144,1,
48849,23194,1,
49113,23244,1,
49332,23294,1,
49533,23350,1,
49732,23400,1,
49937,23450,1,
50155,23500,0,
50332,23552,1,
50502,23604,0,
50639,23654,0,
50846,23704,0,
51008,23756,1,
51207,23808,0,
51392,23858,0,
51591,23910,0,
51803,23962,0,
52019,24012,0,
52257,24064,0,
52422,24114,1,
52636,24164,1,
52854,24214,0,
53077,24266,0,
53292,24318,1,
53449,24374,1,
53623,24424,0,
53840,24474,1,
54064,24524,1,
54284,24573,0,
54483,24623,1,
54682,24673,0.5,
54862,24723,1,
55067,24773,1,
55257,24823,0,
55456,24875,1,
55658,24927,0,
55849,24979,1,
56083,25029,0,
56293,25083,0,
56440,25132,1,
56695,25187,1,
56875,25237,0,
57107,25287,0,
57302,25337,0,
57539,25387,0,
57744,25437,0,
57938,25491,1,
58159,25545,0,
58347,25597,0,
58558,25651,1,
58802,25701,0,
58980,25749,0,
59160,25799,1,
59378,25849,0,
59542,25899,0,
59723,25949,1,
59961,25999,0,
60132,26049,1,
60362,26099,1,
60636,26155,1,
60844,26205,0,
61036,26259,0,
61231,26309,0,
61395,26361,0,
61571,26411,1,
61767,26461,1,
61924,26511,1,
62141,26561,1,
62322,26611,0,
62518,26668,0,
62699,26718,0,
62920,26768,1,
63149,26818,0,
63362,26870,0.5,
63597,26922,0,
63775,26976,0,
63971,27030,1,
64179,27084,0,
64404,27134,1,
64584,27184,0,
64777,27234,0,
65043,27290,1,
65222,27340,1,
65400,27390,0,
65583,27440,1,
65729,27490,1,
65927,27538,1,
66132,27591,0,
66293,27639,0,
66504,27689,0,
66732,27739,1,
66925,27789,0.5,
67117,27839,0,
67270,27889,1,
67490,27945,0,
67673,27995,1,
67857,28045,1,
68060,28095,0,
68279,28151,0,
68549,28207,0,
68750,28257,0,
68945,28309,1,
69189,28358,1,
69407,28408,1,
69611,28458,1,
69786,28508,1,
70000,28564,0.5,
70226,28614,0,
70450,28664,1,
70653,28714,0,
70819,28768,0,
71051,28820,0,
71226,28874,0,
71438,28926,0,
71653,28978,1,
71885,29030,0,
72085,29080,0,
72275,29134,1,
72470,29188,0,
72692,29238,1,
72863,29288,0,
73071,29336,0,
73294,29386,0,
73459,29436,0,
73676,29490,0,
73875,29540,0,
74098,29592,1,
74257,29644,0,
74423,29694,1,
74602,29744,1,
74808,29794,1,
74941,29844,0,
75167,29894,1,
75383,29949,1,
75571,29999,0,
75767,30051,0,
75971,30101,1,
76185,30157,0,
76401,30207,1,
76590,30255,0,
76817,30303,0,
77042,30353,1,
77223,30403,1,
77454,30457,0,
77710,30513,1,
77872,30563,1,
78071,30613,0,
78274,30663,1,
78490,30713,1,
78697,30763,0,
78846,30813,0,
79030,30865,0,
79251,30919,0,
79431,30967,1,
79642,31015,0,
79838,31070,0.5,
80022,31124,1,
80198,31178,1,
80344,31232,1,
80489,31284,0,
80720,31332,1,
80885,31388,0,
81120,31436,0,
81324,31484,0,
81541,31538,0,
81708,31590,1,
81941,31642,0,
82126,31694,0,
82280,31746,1,
82479,31798,1,
82655,31850,0,
82898,31906,1,
83032,31956,0,
83198,32004,0,
83436,32060,0,
83622,32114,0,
83812,32168,0.5,
84052,32222,0,
84264,32272,1,
84462,32322,0,
84667,32374,0,
84913,32424,0,
85109,32480,0,
85335,32528,1,
85569,32584,1,
85786,32640,0,
85986,32688,1,
86177,32736,1,
86334,32784,0,
86487,32834,0.5,
86698,32884,1,
86955,32941,0,
87139,32991,0,
87331,33043,1,
87556,33095,0,
87768,33147,0.5,
88034,33199,0,
88256,33253,0,
88452,33303,0,
88637,33355,0,
88802,33409,1,
89033,33463,0,
89245,33515,1,
89477,33567,0,
89713,33619,0,
89915,33673,0,
90142,33727,1,
90341,33775,1,
90517,33823,0,
90716,33877,0,
90943,33931,0,
91146,33983,0,
91351,34035,1,
91582,34087,1,
91743,34139,1,
91961,34191,1,
92223,34241,0,
92442,34295,1,
92616,34343,0,
92828,34391,1,
92989,34439,0,
93238,34491,1,
93470,34543,1,
93667,34595,0,
93888,34647,0,
94058,34697,1,
94226,34747,0,
94420,34797,0,
94615,34849,0,
94735,34899,1,
94916,34947,1,
95046,34995,1,
95212,35041,1,
95438,35095,0,
95672,35149,1,
95818,35195,1,
95953,35241,1,
96173,35294,1,
96346,35340,1,
96516,35384,1,
96640,35428,0,
96756,35480,0,
96984,35534,1,
97185,35587,1,
97405,35639,0,
97629,35689,1,
97837,35739,1,
98053,35789,0.5,
98215,35838,0,
98414,35892,1,
98612,35942,1,
98791,35990,1,
98988,36040,0,
99188,36090,0,
99388,36140,0,
99558,36188,0,
99756,36238,1,
99955,36288,0,
100159,36342,0,
100336,36394,1,
100547,36446,0,
100752,36500,0,
100967,36554,1,
101200,36608,1,
101388,36662,1,
101588,36714,0,
101739,36764,0,
101935,36818,0,
102153,36868,1,
102361,36918,0,
102583,36968,0,
102772,37018,1,
103023,37068,0,
103226,37118,0,
103464,37172,0,
103650,37224,1,
103910,37276,1,
104153,37328,1,
104329,37380,0,
104514,37432,1,
104779,37487,0,
104987,37539,1,
105229,37591,1,
105485,37643,1,
105684,37693,1,
105907,37749,0,
106062,37799,0,
106274,37847,1,
106505,37895,0,
106728,37947,0,
106931,37999,0,
107144,38047,1,
107355,38095,0.5,
107512,38143,0,
107728,38193,0,
107948,38245,0,
108161,38297,1,
108366,38349,1,
108569,38401,0,
108783,38453,1,
108955,38505,1,
109153,38555,1,
109327,38609,1,
109498,38659,0,
109782,38715,1,
109977,38765,1,
110183,38815,0,
110394,38865,1,
110610,38921,0.5,
110817,38971,0,
111083,39028,1,
111266,39078,0,
111418,39130,1,
111638,39181,0,
111840,39231,1,
112009,39281,0,
112234,39329,1,
112236,39330,0,
112235,39331,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112234,39332,0,
112458,39389,0,
112650,39437,0,
112825,39494,0,
113039,39544,0,
113250,39601,1,
